event_id,timestamp,source_file,npz_path,tensor_shape,channels,nan_percentage,min_value,max_value,status,reason
biparjoy_2023,2023-06-01T00:00:00Z,GRIDSAT-B1.2023.06.01.00.v02r01.nc,D:\PROJECTS\SIH26\data\normalized\biparjoy_2023\frames\biparjoy_2023_20230601T000000Z.npz,"(2, 286, 357)","ir,wv",0.0,0.0,1.0,PASS,
